text,token_ids,label
we enjoy that,70 1784 15,1
she is not enjoy it,27 34 21 1784 17,-1
are he enjoy that ?,66 16 1784 15 80,0
you enjoy this,24 1784 49,1
i do not like this,5552 81 21 96 49,-1
why does they enjoy ?,305 312 45 1784 80,0
you love it,24 194 17,1
they love it,45 194 17,1
you enjoy that,24 1784 15,1
you like that,24 96 15,1
she like this,27 96 49,1
were we love it ?,48 70 194 17 80,0
she love that,27 194 15,1
they enjoy this,45 1784 49,1
how are i love ?,110 66 5552 194 80,0
they were not love it,45 48 21 194 17,-1
how were we enjoy ?,110 48 70 1784 80,0
why was he enjoy ?,305 14 16 1784 80,0
are he love it ?,66 16 194 17 80,0
does she love this ?,312 27 194 49 80,0
did you like it ?,73 24 96 17 80,0
he like this,16 96 49,1
was we like that ?,14 70 96 15 80,0
they love that,45 194 15,1
we like this,70 96 49,1
i enjoy this,5552 1784 49,1
she enjoy this,27 1784 49,1
he is not love it,16 34 21 194 17,-1
he like that,16 96 15,1
why does we love ?,305 312 70 194 80,0
you were not like it,24 48 21 96 17,-1
she like it,27 96 17,1
what are you love ?,55 66 24 194 80,0
do she love this ?,81 27 194 49 80,0
i does not love this,5552 312 21 194 49,-1
she love this,27 194 49,1
i love that,5552 194 15,1
you enjoy this,24 1784 49,1
what was they love ?,55 14 45 194 80,0
we did not like this,70 73 21 96 49,-1
does he like that ?,312 16 96 15 80,0
she like that,27 96 15,1
how do she love ?,110 81 27 194 80,0
are you love it ?,66 24 194 17 80,0
does they enjoy this ?,312 45 1784 49 80,0
were you love this ?,48 24 194 49 80,0
she did not enjoy it,27 73 21 1784 17,-1
is we love this ?,34 70 194 49 80,0
you like this,24 96 49,1
how was she love ?,110 14 27 194 80,0
why were i love ?,305 48 5552 194 80,0
why does they enjoy ?,305 312 45 1784 80,0
she did not like it,27 73 21 96 17,-1
he is not love this,16 34 21 194 49,-1
what does she love ?,55 312 27 194 80,0
what is you love ?,55 34 24 194 80,0
he was not enjoy it,16 14 21 1784 17,-1
she enjoy that,27 1784 15,1
did he love this ?,73 16 194 49 80,0
do she like that ?,81 27 96 15 80,0
does you love it ?,312 24 194 17 80,0
were i like this ?,48 5552 96 49 80,0
she enjoy that,27 1784 15,1
she was not love that,27 14 21 194 15,-1
what did he enjoy ?,55 73 16 1784 80,0
you does not enjoy this,24 312 21 1784 49,-1
you like that,24 96 15,1
is you like this ?,34 24 96 49 80,0
did they like it ?,73 45 96 17 80,0
she enjoy that,27 1784 15,1
you love it,24 194 17,1
you like that,24 96 15,1
they love this,45 194 49,1
why does he love ?,305 312 16 194 80,0
is they love it ?,34 45 194 17 80,0
you like it,24 96 17,1
was he like this ?,14 16 96 49 80,0
what is you love ?,55 34 24 194 80,0
i enjoy this,5552 1784 49,1
is i love it ?,34 5552 194 17 80,0
are she love this ?,66 27 194 49 80,0
why do you enjoy ?,305 81 24 1784 80,0
are they enjoy it ?,66 45 1784 17 80,0
are i like it ?,66 5552 96 17 80,0
why was he love ?,305 14 16 194 80,0
he enjoy it,16 1784 17,1
why are you like ?,305 66 24 96 80,0
were i enjoy that ?,48 5552 1784 15 80,0
they does not like this,45 312 21 96 49,-1
did we love that ?,73 70 194 15 80,0
you are not enjoy that,24 66 21 1784 15,-1
do we love it ?,81 70 194 17 80,0
we do not like it,70 81 21 96 17,-1
they like that,45 96 15,1
we is not like this,70 34 21 96 49,-1
were they love that ?,48 45 194 15 80,0
why did i enjoy ?,305 73 5552 1784 80,0
are you like this ?,66 24 96 49 80,0
they love that,45 194 15,1
you does not love it,24 312 21 194 17,-1
he like that,16 96 15,1
you was not like it,24 14 21 96 17,-1
how was they enjoy ?,110 14 45 1784 80,0
i love that,5552 194 15,1
why is i love ?,305 34 5552 194 80,0
how did we love ?,110 73 70 194 80,0
they love this,45 194 49,1
is he enjoy this ?,34 16 1784 49 80,0
i enjoy that,5552 1784 15,1
did you love that ?,73 24 194 15 80,0
how did they like ?,110 73 45 96 80,0
how do he like ?,110 81 16 96 80,0
she is not enjoy that,27 34 21 1784 15,-1
we love that,70 194 15,1
you were not like this,24 48 21 96 49,-1
does you enjoy this ?,312 24 1784 49 80,0
why were she like ?,305 48 27 96 80,0
were i like that ?,48 5552 96 15 80,0
what does we like ?,55 312 70 96 80,0
you like this,24 96 49,1
why are they love ?,305 66 45 194 80,0
is he love that ?,34 16 194 15 80,0
she do not enjoy that,27 81 21 1784 15,-1
are they like it ?,66 45 96 17 80,0
i love it,5552 194 17,1
why was i like ?,305 14 5552 96 80,0
she did not enjoy that,27 73 21 1784 15,-1
she love it,27 194 17,1
why do we love ?,305 81 70 194 80,0
they are not love that,45 66 21 194 15,-1
what do i like ?,55 81 5552 96 80,0
he enjoy that,16 1784 15,1
we does not love this,70 312 21 194 49,-1
how did they enjoy ?,110 73 45 1784 80,0
i are not love it,5552 66 21 194 17,-1
is he like this ?,34 16 96 49 80,0
they did not like that,45 73 21 96 15,-1
what is you love ?,55 34 24 194 80,0
we enjoy that,70 1784 15,1
what do she like ?,55 81 27 96 80,0
they did not love it,45 73 21 194 17,-1
what was you like ?,55 14 24 96 80,0
are they enjoy that ?,66 45 1784 15 80,0
they like it,45 96 17,1
why do he love ?,305 81 16 194 80,0
you are not love this,24 66 21 194 49,-1
why are you love ?,305 66 24 194 80,0
were she like that ?,48 27 96 15 80,0
why is you enjoy ?,305 34 24 1784 80,0
i was not enjoy it,5552 14 21 1784 17,-1
was you enjoy it ?,14 24 1784 17 80,0
we are not like that,70 66 21 96 15,-1
you enjoy that,24 1784 15,1
were she love that ?,48 27 194 15 80,0
she like this,27 96 49,1
did he enjoy it ?,73 16 1784 17 80,0
what are you like ?,55 66 24 96 80,0
i did not enjoy it,5552 73 21 1784 17,-1
he love this,16 194 49,1
why was i love ?,305 14 5552 194 80,0
was you like it ?,14 24 96 17 80,0
they did not enjoy it,45 73 21 1784 17,-1
she enjoy this,27 1784 49,1
we was not enjoy that,70 14 21 1784 15,-1
we was not love this,70 14 21 194 49,-1
did she like this ?,73 27 96 49 80,0
do she love this ?,81 27 194 49 80,0
they love it,45 194 17,1
we love it,70 194 17,1
i love that,5552 194 15,1
he love that,16 194 15,1
she was not love that,27 14 21 194 15,-1
she love this,27 194 49,1
she is not like that,27 34 21 96 15,-1
they do not enjoy it,45 81 21 1784 17,-1
you are not like this,24 66 21 96 49,-1
they like this,45 96 49,1
she are not like this,27 66 21 96 49,-1
they are not love this,45 66 21 194 49,-1
she love this,27 194 49,1
why does you love ?,305 312 24 194 80,0
you love this,24 194 49,1
does they enjoy that ?,312 45 1784 15 80,0
did we like that ?,73 70 96 15 80,0
they does not like that,45 312 21 96 15,-1
do they like it ?,81 45 96 17 80,0
i were not love it,5552 48 21 194 17,-1
she enjoy this,27 1784 49,1
was they love it ?,14 45 194 17 80,0
she is not like this,27 34 21 96 49,-1
you enjoy it,24 1784 17,1
what is we love ?,55 34 70 194 80,0
how does we love ?,110 312 70 194 80,0
she enjoy that,27 1784 15,1
i love this,5552 194 49,1
were i love it ?,48 5552 194 17 80,0
what was you love ?,55 14 24 194 80,0
how were i enjoy ?,110 48 5552 1784 80,0
he was not enjoy this,16 14 21 1784 49,-1
what did they like ?,55 73 45 96 80,0
you enjoy it,24 1784 17,1
she did not like that,27 73 21 96 15,-1
we do not like that,70 81 21 96 15,-1
did he enjoy it ?,73 16 1784 17 80,0
what were they love ?,55 48 45 194 80,0
you does not love it,24 312 21 194 17,-1
they love that,45 194 15,1
you did not enjoy that,24 73 21 1784 15,-1
he does not love that,16 312 21 194 15,-1
what does they like ?,55 312 45 96 80,0
did we enjoy it ?,73 70 1784 17 80,0
we like this,70 96 49,1
they are not enjoy that,45 66 21 1784 15,-1
we love that,70 194 15,1
how does i love ?,110 312 5552 194 80,0
they was not enjoy it,45 14 21 1784 17,-1
how is they love ?,110 34 45 194 80,0
we love it,70 194 17,1
why are i enjoy ?,305 66 5552 1784 80,0
do you love it ?,81 24 194 17 80,0
we love this,70 194 49,1
they like that,45 96 15,1
is we like that ?,34 70 96 15 80,0
did we enjoy that ?,73 70 1784 15 80,0
i enjoy that,5552 1784 15,1
why did you enjoy ?,305 73 24 1784 80,0
we did not like this,70 73 21 96 49,-1
they were not love it,45 48 21 194 17,-1
do i like that ?,81 5552 96 15 80,0
do she like this ?,81 27 96 49 80,0
i like that,5552 96 15,1
he were not enjoy this,16 48 21 1784 49,-1
how are you like ?,110 66 24 96 80,0
why do i like ?,305 81 5552 96 80,0
we love it,70 194 17,1
i are not enjoy this,5552 66 21 1784 49,-1
do i like it ?,81 5552 96 17 80,0
i enjoy this,5552 1784 49,1
i was not love this,5552 14 21 194 49,-1
is he love it ?,34 16 194 17 80,0
she is not enjoy that,27 34 21 1784 15,-1
she is not like that,27 34 21 96 15,-1
does she like it ?,312 27 96 17 80,0
you did not love that,24 73 21 194 15,-1
they is not love that,45 34 21 194 15,-1
why were we like ?,305 48 70 96 80,0
did i enjoy that ?,73 5552 1784 15 80,0
they did not like this,45 73 21 96 49,-1
they love that,45 194 15,1
he enjoy this,16 1784 49,1
does you enjoy this ?,312 24 1784 49 80,0
he are not enjoy this,16 66 21 1784 49,-1
what do you enjoy ?,55 81 24 1784 80,0
i enjoy that,5552 1784 15,1
he are not enjoy this,16 66 21 1784 49,-1
i love that,5552 194 15,1
we love this,70 194 49,1
did they like this ?,73 45 96 49 80,0
they was not like this,45 14 21 96 49,-1
you love this,24 194 49,1
they like that,45 96 15,1
what are i enjoy ?,55 66 5552 1784 80,0
we love that,70 194 15,1
they was not enjoy that,45 14 21 1784 15,-1
she like this,27 96 49,1
why does he enjoy ?,305 312 16 1784 80,0
she like it,27 96 17,1
she love this,27 194 49,1
how did you enjoy ?,110 73 24 1784 80,0
she love it,27 194 17,1
are you like that ?,66 24 96 15 80,0
why were they love ?,305 48 45 194 80,0
he does not love it,16 312 21 194 17,-1
what does she love ?,55 312 27 194 80,0
is they enjoy it ?,34 45 1784 17 80,0
you enjoy this,24 1784 49,1
why are they love ?,305 66 45 194 80,0
i enjoy this,5552 1784 49,1
how does they love ?,110 312 45 194 80,0
he was not love it,16 14 21 194 17,-1
what was i like ?,55 14 5552 96 80,0
what were she love ?,55 48 27 194 80,0
he did not enjoy this,16 73 21 1784 49,-1
how does she like ?,110 312 27 96 80,0
we is not like this,70 34 21 96 49,-1
are she love it ?,66 27 194 17 80,0
you love it,24 194 17,1
we is not like that,70 34 21 96 15,-1
why are you like ?,305 66 24 96 80,0
you enjoy it,24 1784 17,1
she is not enjoy it,27 34 21 1784 17,-1
we is not love that,70 34 21 194 15,-1
you love that,24 194 15,1
they was not like this,45 14 21 96 49,-1
how did he enjoy ?,110 73 16 1784 80,0
they like that,45 96 15,1
we were not enjoy it,70 48 21 1784 17,-1
how do i enjoy ?,110 81 5552 1784 80,0
what was you enjoy ?,55 14 24 1784 80,0
does i like this ?,312 5552 96 49 80,0
he are not like this,16 66 21 96 49,-1
they love this,45 194 49,1
she love this,27 194 49,1
he is not enjoy that,16 34 21 1784 15,-1
you were not love this,24 48 21 194 49,-1
was she enjoy that ?,14 27 1784 15 80,0
she enjoy this,27 1784 49,1
how is they love ?,110 34 45 194 80,0
they enjoy this,45 1784 49,1
why are you enjoy ?,305 66 24 1784 80,0
we love that,70 194 15,1
i is not enjoy this,5552 34 21 1784 49,-1
i love that,5552 194 15,1
he like that,16 96 15,1
he do not like it,16 81 21 96 17,-1
he is not enjoy it,16 34 21 1784 17,-1
does i like that ?,312 5552 96 15 80,0
how were we like ?,110 48 70 96 80,0
you like that,24 96 15,1
they love it,45 194 17,1
he is not enjoy this,16 34 21 1784 49,-1
are they love this ?,66 45 194 49 80,0
how were they love ?,110 48 45 194 80,0
why do they like ?,305 81 45 96 80,0
he do not enjoy it,16 81 21 1784 17,-1
you enjoy that,24 1784 15,1
why was we like ?,305 14 70 96 80,0
we like that,70 96 15,1
she was not love it,27 14 21 194 17,-1
was i enjoy that ?,14 5552 1784 15 80,0
he did not love that,16 73 21 194 15,-1
was i enjoy it ?,14 5552 1784 17 80,0
i enjoy that,5552 1784 15,1
i are not like that,5552 66 21 96 15,-1
i was not love this,5552 14 21 194 49,-1
he were not like that,16 48 21 96 15,-1
is he enjoy this ?,34 16 1784 49 80,0
she did not love this,27 73 21 194 49,-1
we did not like that,70 73 21 96 15,-1
i is not love this,5552 34 21 194 49,-1
she did not enjoy that,27 73 21 1784 15,-1
why was we enjoy ?,305 14 70 1784 80,0
why does you love ?,305 312 24 194 80,0
you love it,24 194 17,1
how did i enjoy ?,110 73 5552 1784 80,0
she are not enjoy it,27 66 21 1784 17,-1
she like that,27 96 15,1
we are not enjoy this,70 66 21 1784 49,-1
you is not enjoy that,24 34 21 1784 15,-1
we like that,70 96 15,1
why was you love ?,305 14 24 194 80,0
how did they enjoy ?,110 73 45 1784 80,0
she do not enjoy this,27 81 21 1784 49,-1
how is they enjoy ?,110 34 45 1784 80,0
he is not love that,16 34 21 194 15,-1
you were not love it,24 48 21 194 17,-1
was i like that ?,14 5552 96 15 80,0
he enjoy it,16 1784 17,1
why do he enjoy ?,305 81 16 1784 80,0
how was they enjoy ?,110 14 45 1784 80,0
what was we love ?,55 14 70 194 80,0
i love this,5552 194 49,1
you enjoy that,24 1784 15,1
you like it,24 96 17,1
does they enjoy this ?,312 45 1784 49 80,0
you love that,24 194 15,1
were you like it ?,48 24 96 17 80,0
he is not enjoy it,16 34 21 1784 17,-1
does we enjoy this ?,312 70 1784 49 80,0
is we love it ?,34 70 194 17 80,0
she do not enjoy this,27 81 21 1784 49,-1
how was i enjoy ?,110 14 5552 1784 80,0
what were they like ?,55 48 45 96 80,0
why is she love ?,305 34 27 194 80,0
they like that,45 96 15,1
we love that,70 194 15,1
you love that,24 194 15,1
are she love that ?,66 27 194 15 80,0
how was he enjoy ?,110 14 16 1784 80,0
is we enjoy it ?,34 70 1784 17 80,0
how was she love ?,110 14 27 194 80,0
they love this,45 194 49,1
are we love that ?,66 70 194 15 80,0
why was we enjoy ?,305 14 70 1784 80,0
how are you enjoy ?,110 66 24 1784 80,0
were we enjoy it ?,48 70 1784 17 80,0
how are he like ?,110 66 16 96 80,0
she enjoy that,27 1784 15,1
they love it,45 194 17,1
how did you enjoy ?,110 73 24 1784 80,0
were i love it ?,48 5552 194 17 80,0
i love that,5552 194 15,1
why do you enjoy ?,305 81 24 1784 80,0
why was you enjoy ?,305 14 24 1784 80,0
she like that,27 96 15,1
what do you like ?,55 81 24 96 80,0
does you enjoy this ?,312 24 1784 49 80,0
how do i love ?,110 81 5552 194 80,0
we like that,70 96 15,1
she like it,27 96 17,1
we is not love that,70 34 21 194 15,-1
is they enjoy this ?,34 45 1784 49 80,0
how does he like ?,110 312 16 96 80,0
we love it,70 194 17,1
i like this,5552 96 49,1
was we like it ?,14 70 96 17 80,0
does you enjoy that ?,312 24 1784 15 80,0
how does she like ?,110 312 27 96 80,0
you does not enjoy that,24 312 21 1784 15,-1
she like it,27 96 17,1
she enjoy it,27 1784 17,1
he like this,16 96 49,1
how does they enjoy ?,110 312 45 1784 80,0
what do we like ?,55 81 70 96 80,0
you like that,24 96 15,1
you enjoy that,24 1784 15,1
we enjoy it,70 1784 17,1
why does you like ?,305 312 24 96 80,0
how was i like ?,110 14 5552 96 80,0
were she like it ?,48 27 96 17 80,0
what was i love ?,55 14 5552 194 80,0
she does not enjoy it,27 312 21 1784 17,-1
i like this,5552 96 49,1
i do not love this,5552 81 21 194 49,-1
i love that,5552 194 15,1
what did she love ?,55 73 27 194 80,0
they enjoy it,45 1784 17,1
i do not enjoy this,5552 81 21 1784 49,-1
i was not love that,5552 14 21 194 15,-1
how did i love ?,110 73 5552 194 80,0
does they like this ?,312 45 96 49 80,0
they is not love this,45 34 21 194 49,-1
they like that,45 96 15,1
they did not like this,45 73 21 96 49,-1
do i love this ?,81 5552 194 49 80,0
we like that,70 96 15,1
why was he love ?,305 14 16 194 80,0
we enjoy it,70 1784 17,1
they was not like that,45 14 21 96 15,-1
why are she love ?,305 66 27 194 80,0
did you enjoy it ?,73 24 1784 17 80,0
he were not enjoy this,16 48 21 1784 49,-1
are she love it ?,66 27 194 17 80,0
what do she enjoy ?,55 81 27 1784 80,0
do i love that ?,81 5552 194 15 80,0
does he love it ?,312 16 194 17 80,0
was he like this ?,14 16 96 49 80,0
why were i enjoy ?,305 48 5552 1784 80,0
how did he like ?,110 73 16 96 80,0
i enjoy it,5552 1784 17,1
you did not love it,24 73 21 194 17,-1
what was i love ?,55 14 5552 194 80,0
was he enjoy that ?,14 16 1784 15 80,0
is i enjoy that ?,34 5552 1784 15 80,0
he like it,16 96 17,1
you were not like it,24 48 21 96 17,-1
how is we love ?,110 34 70 194 80,0
did he love that ?,73 16 194 15 80,0
they enjoy that,45 1784 15,1
did they love that ?,73 45 194 15 80,0
they does not like it,45 312 21 96 17,-1
she was not enjoy this,27 14 21 1784 49,-1
we enjoy that,70 1784 15,1
she are not love that,27 66 21 194 15,-1
why does you enjoy ?,305 312 24 1784 80,0
were we like that ?,48 70 96 15 80,0
i enjoy that,5552 1784 15,1
we like it,70 96 17,1
what do she love ?,55 81 27 194 80,0
she love this,27 194 49,1
they love it,45 194 17,1
she love that,27 194 15,1
we like that,70 96 15,1
she enjoy that,27 1784 15,1
how are we enjoy ?,110 66 70 1784 80,0
why does he like ?,305 312 16 96 80,0
she love it,27 194 17,1
he is not enjoy it,16 34 21 1784 17,-1
why do he love ?,305 81 16 194 80,0
he do not like this,16 81 21 96 49,-1
i is not love that,5552 34 21 194 15,-1
he love it,16 194 17,1
we enjoy it,70 1784 17,1
what did you enjoy ?,55 73 24 1784 80,0
what did he love ?,55 73 16 194 80,0
we is not love that,70 34 21 194 15,-1
i do not love this,5552 81 21 194 49,-1
we love it,70 194 17,1
how does we enjoy ?,110 312 70 1784 80,0
they like it,45 96 17,1
they was not love this,45 14 21 194 49,-1
you like it,24 96 17,1
how is they like ?,110 34 45 96 80,0
